Papel;Empresa;CNPJ;Setor de atuação;Subsetor de atuação;Segmento de atuação;Patrimônio líquido;Ativos;Ativo circulante;Dívida bruta;Disponibilidade;Dívida líquida;Valor de mercado;Valor de firma;Número total de papéis;Segmento de listagem;Free float;Cotação atual;Mínima 52 semanas;Máxima 52 semanas;Dividend Yield;Valorização
moar3;MONTEIRO ARANHA S.A.;33.102.476/0001-92;Financeiro e Outros;Holdings Diversificadas;Holdings Diversificadas;833408000;2007409000;871165000;864437000;827490000;36947000;5513049450;5549996450;12251221;;2.21;450.00;378.66;483.70;2.81;18.84
modl11;BANCO MODAL S.A;30.723.886/0001-62;Financeiro e Outros;Intermediários Financeiros;Bancos;1316041000;8019063000;1691336000;-;0;-;1985844000;1985844000;704200000;Novo Mercado;41.37;8.46;7.20;14.27;2.70;-34.47
modl3;BANCO MODAL S.A;30.723.886/0001-62;Financeiro e Outros;Intermediários Financeiros;Bancos;1316041000;8019063000;1691336000;-;0;-;1985844000;1985844000;704200000;Novo Mercado;41.37;2.19;2.03;5.71;4.46;-56.37
modl4;BANCO MODAL S.A;30.723.886/0001-62;Financeiro e Outros;Intermediários Financeiros;Bancos;1316041000;8019063000;1691336000;-;0;-;1985844000;1985844000;704200000;Novo Mercado;41.37;2.72;2.23;4.21;2.80;-29.90
movi3;MOVIDA PARTICIPACOES SA;21.314.559/0001-66;Consumo Cíclico;Diversos;Aluguel de carros;2854538000;23372858000;8093776000;15834459000;5722696000;10111763000;2931023876;13042786876;362302086;Novo Mercado;36.40;7.93;6.52;17.76;17.91;-38.29
mrfg3;MARFRIG GLOBAL FOODS S.A.;03.853.896/0001-40;Consumo não Cíclico;Alimentos Processados;Carnes e Derivados;6979336000;134003833000;48268255000;59833414000;18866490000;40966924000;5662800000;46629724000;660000000;Novo Mercado;47.99;8.40;6.33;19.29;26.66;-52.41
mrsa3b;MRS LOGISTICA S.A.;01.417.222/0001-77;Bens Industriais;Transporte;Transporte Ferroviário;5154970000;13170824000;2216578000;3988754000;1226487000;2762267000;8394098100;11156365100;340000000;;1.84;26.00;20.06;38.23;1.80;-31.99
mrsa5b;MRS LOGISTICA S.A.;01.417.222/0001-77;Bens Industriais;Transporte;Transporte Ferroviário;5154970000;13170824000;2216578000;3988754000;1226487000;2762267000;8394098100;11156365100;340000000;;1.84;22.06;21.20;36.00;2.33;-38.72
mrsa6b;MRS LOGISTICA S.A.;01.417.222/0001-77;Bens Industriais;Transporte;Transporte Ferroviário;5154970000;13170824000;2216578000;3988754000;1226487000;2762267000;8394098100;11156365100;340000000;;1.84;23.06;20.06;36.00;2.23;-35.94
mrve3;MRV ENGENHARIA E PARTICIPACOES S.A.;08.343.492/0001-20;Consumo Cíclico;Construção Civil;Incorporações;6209617000;22854750000;10530149000;6909917000;707703000;6202214000;3783712738;9985926738;483232789;Novo Mercado;63.25;7.66;7.09;12.96;5.08;-26.91
mspa3;CIA MELHORAMENTOS DE SAO PAULO;60.730.348/0001-66;Consumo Cíclico;Mídia;Jornais. Livros e Revistas;807430000;1424034000;113653000;145650000;50289000;95361000;313342228;408703228;6404949;;11.79;50.01;48.50;50.01;-;3.11
mspa4;CIA MELHORAMENTOS DE SAO PAULO;60.730.348/0001-66;Consumo Cíclico;Mídia;Jornais. Livros e Revistas;807430000;1424034000;113653000;145650000;50289000;95361000;313342228;408703228;6404949;;11.79;41.00;41.00;47.00;-;-10.87
mtig3;METALGRAFICA IGUACU S.A.;80.227.184/0001-66;Materiais Básicos;Embalagens;Embalagens;-70507958;83732847;26560825;94340867;162301;94178566;3700608;97879174;122351436;;--;0.00;-;-;-;-
mtig4;METALGRAFICA IGUACU S.A.;80.227.184/0001-66;Materiais Básicos;Embalagens;Embalagens;-70507958;83732847;26560825;94340867;162301;94178566;3700608;97879174;122351436;;--;23.00;23.00;48.45;-;-35.10
mtre3;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;07.882.930/0001-65;Consumo Cíclico;Construção Civil;Incorporações;985883000;1611936000;1290433000;133562000;203147000;-69585000;475986690;406401690;105774820;Novo Mercado;49.60;4.70;3.33;7.12;6.98;-26.45
mtsa3;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;372455527;569725535;461936632;65643325;113613158;-47969833;481727462;433757629;8789730;;39.27;68.72;68.72;68.72;3.49;0.00
mtsa4;METISA METALURGICA TIMBOENSE S.A.;86.375.425/0001-09;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Construção e Agrícolas;372455527;569725535;461936632;65643325;113613158;-47969833;481727462;433757629;8789730;;39.27;42.00;33.71;47.15;6.29;8.28
mult3;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;07.816.890/0001-53;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;6543647000;10980656000;1832504000;3037256000;1155008000;1882248000;13138640336;15020888336;600760875;Nível 2;44.63;21.77;17.78;27.26;3.27;22.44
mwet3;WETZEL S.A.;84.683.671/0001-94;Bens Industriais;Material de Transporte;Material Rodoviário;-22427000;265229000;123716000;69318000;156000;69162000;34094250;103256250;2058003;;49.96;29.98;16.05;35.10;-;33.24
mwet4;WETZEL S.A.;84.683.671/0001-94;Bens Industriais;Material de Transporte;Material Rodoviário;-22427000;265229000;123716000;69318000;156000;69162000;34094250;103256250;2058003;;49.96;10.00;8.69;18.24;-;-36.87
mypk3;IOCHPE MAXION S.A.;61.156.113/0001-75;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;4089834000;15197696000;8021306000;6200715000;1604256000;4596459000;1755477843;6351936843;153719601;Novo Mercado;85.39;11.40;11.15;18.37;7.28;-19.32
neoe3;NEOENERGIA S.A.;01.083.200/0001-18;Utilidade Pública;Energia Elétrica;Energia Elétrica;26775000000;92021000000;22342000000;43487000000;7987000000;35500000000;17733577793;53233577793;1213797248;Novo Mercado;16.17;14.63;13.63;18.94;6.28;-3.24
nexp3;NEXPE PARTICIPAÇÕES S.A;08.613.550/0001-98;Financeiro e Outros;Exploração de Imóveis;Intermediação Imobiliária;20281000;255169000;75633000;58212000;30227000;27985000;43816896;71801896;132778474;Novo Mercado;39.11;0.33;0.29;1.23;-;-61.18
ngrd3;NEOGRID PARTICIPACOES S.A.;10.139.870/0001-08;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;451675000;718744000;338196000;73280000;268671000;-195391000;396179468;200788468;238662330;Novo Mercado;42.87;1.62;1.38;3.04;0.92;-34.41
ninj3;GETNINJAS S.A.;14.127.813/0001-51;Tecnologia da Informação;Programas e Serviços;Programas e Serviços;277516000;300297000;284127000;1268000;278631000;-277363000;150171593;-127191407;50224613;Novo Mercado;82.29;2.92;2.45;4.99;-;-40.53
nord3;NORDON INDUSTRIAS METALURGICAS S.A.;60.884.319/0001-59;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;-148922000;17397000;1202000;37948000;8000;37940000;43039659;80979659;6621486;;1.07;6.50;3.60;16.00;-;-41.55
ntco3;NATURA &CO HOLDING S.A.;32.785.497/0001-97;Consumo não Cíclico;Produtos de Uso Pessoal e de Limpeza;Produtos de Uso Pessoal;22984957000;54500819000;15685267000;13708010000;4629513000;9078497000;17413080438;26491577438;1383088200;Novo Mercado;60.44;12.29;9.91;27.87;1.06;-46.19
nutr3;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;51.128.999/0001-90;Materiais Básicos;Químicos;Fertilizantes e Defensivos;29036000;103365000;74597000;14862000;1646000;13216000;37084320;50300320;132444;;24.56;280.00;250.00;280.00;-;12.00
oder4;CONSERVAS ODERICH S.A.;97.191.902/0001-94;Consumo não Cíclico;Alimentos Processados;Alimentos Diversos;397858000;824875000;589069000;249850000;83282000;166568000;9674742908;9841310908;11287106;;1.75;857.15;-;-;0.18;-
odpv3;ODONTOPREV S.A.;58.119.199/0001-51;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;1206082000;2127468000;636223000;0;357072000;-357072000;5428848419;5071776419;568465803;Novo Mercado;43.21;9.61;8.10;12.59;3.16;-20.77
ofsa3;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;20.258.278/0001-70;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;679614000;1293792000;812396000;448754000;216955000;231799000;1394042315;1625841315;53949006;Novo Mercado;43.38;25.40;19.09;26.21;2.66;10.43
oibr3;OI S.A.;76.535.764/0001-43;Comunicações;Telecomunicações;Telecomunicações;-2283722000;48830314000;13608354000;21945257000;3579882000;18365375000;1088275194;19453650194;660303745;Nível 1;902.19;1.51;1.51;10.70;-;-78.43
oibr4;OI S.A.;76.535.764/0001-43;Comunicações;Telecomunicações;Telecomunicações;-2283722000;48830314000;13608354000;21945257000;3579882000;18365375000;1088275194;19453650194;660303745;Nível 1;902.19;5.19;4.40;17.60;-;-59.45
onco3;ONCOCLINICAS DO BRASIL SERVICOS MEDICOS S.A.;12.104.241/0004-02;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;2014187000;7274493000;2092815000;2983949000;591427000;2392522000;3093374150;5485896150;494939864;Novo Mercado;30.14;6.24;4.21;11.33;-;-37.16
opct3;OCEANPACT SERVICOS MARITIMOS S.A.;09.114.805/0001-30;Bens Industriais;Transporte;Transporte Hidroviário;751063000;2240401000;465634000;1166311000;102001000;1064310000;585881493;1650191493;199959554;Novo Mercado;61.62;2.92;1.62;3.65;-;16.33
orvr3;ORIZON VALORIZACAO DE RESIDUOS S.A.;11.421.994/0001-36;Utilidade Pública;Água e Saneamento;Água e Saneamento;435390000;1654061000;362221000;588546000;24265000;564281000;2436718978;3000999978;71499970;Novo Mercado;48.26;33.96;24.19;46.68;-;40.39
osxb3;OSX BRASIL S.A.;09.112.685/0001-32;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Equipamentos e Serviços;-5669511000;2230868000;18961000;5016710000;7053000;5009657000;20273365;5029930365;3148038;Novo Mercado;50.58;6.26;4.81;8.23;-;-10.19
pard3;INSTITUTO HERMES PARDINI S.A.;19.378.769/0001-76;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;957428000;2388879000;723636000;326151000;148496000;177655000;2715186274;2892841274;130978595;Novo Mercado;31.77;20.81;16.11;24.56;3.07;12.12
pati3;PANATLANTICA S.A.;92.693.019/0001-89;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;890802000;2013334000;1723474000;733102000;605639000;127463000;900179478;1027642478;23932369;;4.57;36.97;34.00;77.50;7.87;-44.25
pati4;PANATLANTICA S.A.;92.693.019/0001-89;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Ferro e Aço;890802000;2013334000;1723474000;733102000;605639000;127463000;900179478;1027642478;23932369;;4.57;51.99;51.99;61.85;5.60;-8.34
pcar3;CIA BRASILEIRA DE DISTRIBUICAO;47.508.411/0001-56;Consumo não Cíclico;Comércio e Distribuição;Alimentos;13539000000;43391000000;13845000000;7858000000;3860000000;3998000000;4962454698;8960454698;270139069;Novo Mercado;58.45;18.59;15.06;25.43;1.91;-6.44
pdgr3;PDG REALTY S.A. EMPREEND E PARTICIPACOES;02.950.811/0001-89;Consumo Cíclico;Construção Civil;Incorporações;-4867482000;1211354000;957335000;1225073000;94125000;1130948000;57993559;1188941559;322186437;Novo Mercado;95.33;0.18;0.10;1.90;-;-84.48
pdtc3;PADTEC HOLDING S.A.;02.365.069/0001-44;Financeiro e Outros;Serviços Financeiros Diversos;Serviços Financeiros Diversos;130596000;484679000;346168000;118078000;47222000;70856000;239271826;310127826;78449779;Novo Mercado;44.69;3.06;2.78;7.08;-;-55.13
peab3;CIA PARTICIPACOES ALIANCA DA BAHIA;01.938.783/0001-11;Financeiro e Outros;Holdings Diversificadas;Holdings Diversificadas;678038000;805014000;238785000;58287000;190269000;-131982000;726169210;594187210;12850278;;34.10;43.02;38.99;63.75;4.03;-17.25
peab4;CIA PARTICIPACOES ALIANCA DA BAHIA;01.938.783/0001-11;Financeiro e Outros;Holdings Diversificadas;Holdings Diversificadas;678038000;805014000;238785000;58287000;190269000;-131982000;726169210;594187210;12850278;;34.10;70.00;58.05;87.55;2.73;4.46
petr3;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;372498000000;947574000000;159327000000;293403000000;36688000000;256715000000;337760086132;594475086132;13044496930;Nível 2;63.39;27.80;20.31;37.09;60.60;36.14
petr4;PETROLEO BRASILEIRO S.A. PETROBRAS;33.000.167/0001-01;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;372498000000;947574000000;159327000000;293403000000;36688000000;256715000000;337760086132;594475086132;13044496930;Nível 2;63.39;24.56;17.52;33.13;68.49;40.18
petz3;PET CENTER COMERCIO E PARTICIPACOES S.A.;18.328.118/0001-09;Consumo Cíclico;Comércio;Produtos Diversos;1831135000;3577727000;1138242000;127931000;262413000;-134482000;3000678753;2866196753;461642885;Novo Mercado;72.72;6.36;5.66;19.40;0.62;-59.02
pfrm3;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;45.453.214/0001-51;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;1205210000;4178752000;2814830000;690964000;116521000;574443000;427154067;1001597067;123812773;Novo Mercado;70.67;3.49;2.95;4.82;4.97;-25.59
pgmn3;EMPREENDIMENTOS PAGUE MENOS S.A.;06.626.253/0001-51;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;2253084000;8051337000;4058345000;1273221000;252801000;1020420000;1952636673;2973056673;443781062;Novo Mercado;34.62;4.37;3.61;11.00;-;-48.16
pine4;BCO PINE S.A.;62.144.175/0001-20;Financeiro e Outros;Intermediários Financeiros;Bancos;862263000;14764712000;62200000;-;0;-;144329543;144329543;186441207;Nível 2;33.53;1.60;0.99;1.87;-;-5.88
plas3;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;51.928.174/0001-50;Consumo Cíclico;Automóveis e Motocicletas;Automóveis e Motocicletas;-348293000;703301000;212484000;258845000;11728000;247117000;125496722;372613722;12425418;;40.01;10.10;6.32;12.00;-;-6.05
plpl3;PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.;24.230.275/0001-80;Consumo Cíclico;Construção Civil;Incorporações;348628000;1394926000;1244855000;463706000;293759000;169947000;810896320;980843320;204256000;Novo Mercado;26.78;4.03;1.92;4.80;4.00;27.94
pmam3;PARANAPANEMA S.A.;60.398.369/0004-79;Materiais Básicos;Siderurgia e Metalurgia;Artefatos de Cobre;-1621541000;2531810000;645229000;3159879000;48827000;3111052000;245231747;3356283747;43403849;Novo Mercado;100.00;5.75;3.80;9.87;-;-38.83
pnvl3;DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS;92.665.611/0001-77;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;1090998000;2569515000;1432112000;899016000;164250000;734766000;1590993749;2325759749;150377481;Novo Mercado;47.41;10.56;9.05;14.38;2.10;-11.63
pomo3;MARCOPOLO S.A.;88.611.835/0001-29;Bens Industriais;Material de Transporte;Material Rodoviário;3045387000;7336509000;4049802000;2389642000;949655000;1439987000;2550965800;3990952800;946892882;Nível 2;76.23;2.41;1.89;2.88;5.89;-7.31
pomo4;MARCOPOLO S.A.;88.611.835/0001-29;Bens Industriais;Material de Transporte;Material Rodoviário;3045387000;7336509000;4049802000;2389642000;949655000;1439987000;2550965800;3990952800;946892882;Nível 2;76.23;2.84;2.25;3.42;4.97;-8.97
port3;WILSON SONS HOLDINGS BRASIL S.A.;33.130.691/0001-05;Bens Industriais;Transporte;Serviços de Apoio e Armazenagem;2261700000;5514598000;716830000;2648182000;151091000;2497091000;4694464962;7191555962;439968600;Novo Mercado;43.34;10.61;7.19;11.36;5.67;25.71
posi3;POSITIVO TECNOLOGIA S.A.;81.243.735/0001-48;Tecnologia da Informação;Computadores e Equipamentos;Computadores e Equipamentos;1326577000;4263171000;3617562000;1448177000;436833000;1011344000;1188284000;2199628000;141800000;Novo Mercado;51.89;8.17;5.43;13.38;4.11;-5.66
prio3;PETRO RIO S.A.;10.629.105/0001-68;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;9237921000;19920152000;11122283000;9178176000;9291585000;-113409000;32126567413;32013158413;887229147;Novo Mercado;94.58;37.15;20.47;38.50;-;73.92
prnr3;PRINER SERVIÇOS INDUSTRIAIS S.A.;18.593.815/0001-97;Bens Industriais;Serviços;Serviços Diversos;257316000;598258000;353857000;137994000;104020000;33974000;321771285;355745285;38908257;Novo Mercado;96.33;8.12;5.04;8.27;3.64;28.68
pssa3;PORTO SEGURO S.A.;02.149.205/0001-69;Financeiro e Outros;Previdência e Seguros;Seguradoras;9409948000;45932610000;29363270000;0;9408222000;-9408222000;15220635852;5812413852;646586060;Novo Mercado;27.80;23.58;17.16;24.70;4.92;24.50
ptbl3;PBG S/A;83.475.913/0001-91;Bens Industriais;Construção e Engenharia;Produtos para Construção;453307000;2219926000;1026505000;731066000;190606000;540460000;1136354301;1676814301;140986886;Novo Mercado;38.67;8.03;6.06;13.27;4.12;4.83
ptnt3;PETTENATI S.A. INDUSTRIA TEXTIL;88.613.658/0001-10;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;414166221;815840657;434776039;212107205;61537897;150569308;358270358;508839666;48046488;;66.48;9.13;8.86;15.49;3.47;-30.52
ptnt4;PETTENATI S.A. INDUSTRIA TEXTIL;88.613.658/0001-10;Consumo Cíclico;Tecidos. Vestuário e Calçados;Fios e Tecidos;414166221;815840657;434776039;212107205;61537897;150569308;358270358;508839666;48046488;;66.48;6.59;4.53;6.59;4.84;14.61
qual3;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;11.992.680/0001-93;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;1447136000;4690013000;1409661000;2333737000;788888000;1544849000;1868814259;3413663259;284014325;Novo Mercado;97.61;6.45;5.06;18.40;3.97;-59.66
radl3;RAIA DROGASIL S.A.;61.585.865/0001-51;Saúde;Comércio e Distribuição;Medicamentos e Outros Produtos;5052794000;16523469000;9192245000;2265017000;371172000;1893845000;39662839300;41556684300;1651930000;Novo Mercado;72.40;23.91;18.07;26.48;1.06;9.13
rail3;RUMO S.A.;02.387.241/0001-60;Bens Industriais;Transporte;Transporte Ferroviário;15061025000;45518518000;10157262000;16780954000;6588742000;10192212000;33615898881;43808110881;1854158791;Novo Mercado;65.56;18.11;14.85;22.14;0.11;11.04
raiz4;RAIZEN S.A.;33.453.598/0001-23;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;22258908000;100344344000;47045340000;32699580000;8234568000;24465012000;34680906771;59145918771;10352509484;Nível 2;11.60;3.48;3.22;7.27;4.25;-42.38
rani3;Irani Papel e Embalagem S.A.;92.791.243/0001-03;Materiais Básicos;Embalagens;Embalagens;1088410000;2707188000;832233000;1048110000;398504000;649606000;1983192518;2632798518;246359319;Novo Mercado;40.59;8.08;5.37;9.44;7.88;33.77
rapt3;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;89.086.144/0001-16;Bens Industriais;Material de Transporte;Material Rodoviário;2771965000;11976908000;7670807000;5107990000;2354177000;2753813000;2644178597;5397991597;329330533;Nível 1;60.44;7.61;7.25;11.76;11.47;-35.29
rapt4;RANDON S.A. IMPLEMENTOS E PARTICIPACOES;89.086.144/0001-16;Bens Industriais;Material de Transporte;Material Rodoviário;2771965000;11976908000;7670807000;5107990000;2354177000;2753813000;2644178597;5397991597;329330533;Nível 1;60.44;8.21;7.84;11.20;10.39;-18.79
rcsl3;RECRUSUL S.A.;91.333.666/0001-17;Bens Industriais;Material de Transporte;Material Rodoviário;-38059000;64316000;29016000;10000;645000;-635000;38498544;37863544;37911687;;63.68;1.83;1.53;9.28;-;-76.48
rcsl4;RECRUSUL S.A.;91.333.666/0001-17;Bens Industriais;Material de Transporte;Material Rodoviário;-38059000;64316000;29016000;10000;645000;-635000;38498544;37863544;37911687;;63.68;0.61;0.60;2.52;-;-74.15
rdni3;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;67.010.660/0001-24;Consumo Cíclico;Construção Civil;Incorporações;638829000;2166023000;707095000;604786000;58579000;546207000;276187488;822394488;43769808;Novo Mercado;32.10;6.45;6.13;10.61;0.89;-39.21
rdor3;REDE D OR SÃO LUIZ S.A.;06.047.087/0001-39;Saúde;Serv.Méd.Hospit..Análises e Diagnósticos;Serv.Méd.Hospit..Análises e Diagnósticos;13628540000;56125411000;23873101000;29251806000;13472022000;15779784000;62039829189;77819613189;2289292590;Novo Mercado;47.84;26.89;24.24;54.90;1.51;-34.03
recv3;PETRORECÔNCAVO S.A.;03.342.704/0001-30;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;3671861000;6532051000;2423260000;667339000;1893256000;-1225917000;9436428445;8210511445;293056784;Novo Mercado;94.34;32.57;18.52;36.11;2.38;75.86
rede3;REDE ENERGIA PARTICIPAÇÕES S.A.;61.584.140/0001-49;Utilidade Pública;Energia Elétrica;Energia Elétrica;4202198000;25451043000;7466634000;10709018000;2090510000;8618508000;11522365622;20140873622;2110323374;;2.46;5.59;5.27;6.66;9.34;-12.52
rent3;LOCALIZA RENT A CAR S.A.;16.670.085/0001-55;Consumo Cíclico;Diversos;Aluguel de carros;20329711000;64232265000;14984424000;29214592000;6103907000;23110685000;52731239595;75841924595;984159007;Novo Mercado;78.60;53.86;48.14;73.06;2.44;11.03
rnew11;RENOVA ENERGIA S.A.;08.534.605/0001-74;Utilidade Pública;Energia Elétrica;Energia Elétrica;-611223000;1988012000;299700000;983423000;106542000;876881000;503758183;1380639183;244147746;Nível 2;26.26;6.19;4.40;8.72;-;-8.16
rnew3;RENOVA ENERGIA S.A.;08.534.605/0001-74;Utilidade Pública;Energia Elétrica;Energia Elétrica;-611223000;1988012000;299700000;983423000;106542000;876881000;503758183;1380639183;244147746;Nível 2;26.26;2.05;1.67;2.91;-;-10.48
rnew4;RENOVA ENERGIA S.A.;08.534.605/0001-74;Utilidade Pública;Energia Elétrica;Energia Elétrica;-611223000;1988012000;299700000;983423000;106542000;876881000;503758183;1380639183;244147746;Nível 2;26.26;2.04;1.30;2.93;-;-5.12
romi3;INDUSTRIAS ROMI S.A.;56.720.428/0001-63;Bens Industriais;Máquinas e Equipamentos;Máq. e Equip. Industriais;1016966000;2177997000;1326286000;615264000;152968000;462296000;1274543561;1736839561;80667314;Novo Mercado;50.82;15.64;10.85;17.43;5.70;-1.08
rpad3;ALFA HOLDINGS S.A.;17.167.396/0001-69;Financeiro e Outros;Intermediários Financeiros;Bancos;1072035000;1076697000;66933000;0;65473000;-65473000;577866028;512393028;84682269;;24.65;6.76;5.78;7.99;0.01;7.81
rpad5;ALFA HOLDINGS S.A.;17.167.396/0001-69;Financeiro e Outros;Intermediários Financeiros;Bancos;1072035000;1076697000;66933000;0;65473000;-65473000;577866028;512393028;84682269;;24.65;6.90;6.55;9.49;8.18;-11.20
rpad6;ALFA HOLDINGS S.A.;17.167.396/0001-69;Financeiro e Outros;Intermediários Financeiros;Bancos;1072035000;1076697000;66933000;0;65473000;-65473000;577866028;512393028;84682269;;24.65;6.56;4.16;6.90;0.01;51.15
rpmg3;REFINARIA DE PETROLEOS MANGUINHOS S.A.;33.412.081/0001-96;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;-3855234000;5041604000;4720632000;221632000;14000;221618000;112368104;333986104;67691629;;34.94;1.66;1.52;3.01;-;-36.64
rrrp3;3R PETROLEUM ÓLEO E GÁS S.A;12.091.809/0001-55;Petróleo. Gás e Biocombustíveis;Petróleo. Gás e Biocombustíveis;Exploração. Refino e Distribuição;4318783000;8052022000;1834554000;1044498000;1326207000;-281709000;7936664659;7654955659;203087632;Novo Mercado;96.58;41.97;28.60;51.31;-;16.32
rsid3;ROSSI RESIDENCIAL S.A.;61.065.751/0001-80;Consumo Cíclico;Construção Civil;Incorporações;-913959000;863272000;410408000;611385000;10611000;600774000;58000000;658774000;20000000;Novo Mercado;94.94;2.87;1.81;8.88;-;-65.13
rsul4;METALURGICA RIOSULENSE S.A.;85.778.074/0001-06;Bens Industriais;Material de Transporte;Material Rodoviário;124136000;332361000;178860000;11306000;29300000;-17994000;155241816;137247816;5938713;;20.54;63.82;48.49;85.00;3.12;-16.02
sanb11;BCO SANTANDER (BRASIL) S.A.;90.400.888/0001-42;Financeiro e Outros;Intermediários Financeiros;Bancos;107803547000;969851763000;16427926000;-;0;-;114727525080;114727525080;7498531051;;9.86;30.95;25.68;35.50;7.04;7.58
sanb3;BCO SANTANDER (BRASIL) S.A.;90.400.888/0001-42;Financeiro e Outros;Intermediários Financeiros;Bancos;107803547000;969851763000;16427926000;-;0;-;114727525080;114727525080;7498531051;;9.86;14.65;12.15;16.95;7.07;7.40
sanb4;BCO SANTANDER (BRASIL) S.A.;90.400.888/0001-42;Financeiro e Outros;Intermediários Financeiros;Bancos;107803547000;969851763000;16427926000;-;0;-;114727525080;114727525080;7498531051;;9.86;16.24;13.63;18.53;7.05;6.70
sapr11;CIA SANEAMENTO DO PARANA - SANEPAR;76.484.013/0001-45;Utilidade Pública;Água e Saneamento;Água e Saneamento;8408834000;16167348000;2416476000;4909243000;1227491000;3681752000;5177390108;8859142108;1511205519;Nível 2;79.97;17.14;15.80;19.37;8.80;3.94
sapr3;CIA SANEAMENTO DO PARANA - SANEPAR;76.484.013/0001-45;Utilidade Pública;Água e Saneamento;Água e Saneamento;8408834000;16167348000;2416476000;4909243000;1227491000;3681752000;5177390108;8859142108;1511205519;Nível 2;79.97;3.30;2.98;3.81;8.47;4.76
sapr4;CIA SANEAMENTO DO PARANA - SANEPAR;76.484.013/0001-45;Utilidade Pública;Água e Saneamento;Água e Saneamento;8408834000;16167348000;2416476000;4909243000;1227491000;3681752000;5177390108;8859142108;1511205519;Nível 2;79.97;3.49;3.23;3.85;8.81;4.80
sbfg3;GRUPO SBF SA;13.217.485/0001-11;Consumo Cíclico;Comércio;Produtos Diversos;2317739000;7612231000;3590217000;2609685000;256589000;2353096000;2974308845;5327404845;243596138;Novo Mercado;59.73;11.64;10.66;26.88;1.01;-45.30
sbsp3;CIA SANEAMENTO BASICO EST SAO PAULO;43.776.517/0001-80;Utilidade Pública;Água e Saneamento;Água e Saneamento;27355286000;55994109000;7138423000;18778451000;3420652000;15357799000;37722909670;53080708670;683509869;Novo Mercado;49.74;54.70;34.25;60.77;1.72;57.82
scar3;SAO CARLOS EMPREEND E PARTICIPACOES S.A.;29.780.061/0001-09;Financeiro e Outros;Exploração de Imóveis;Exploração de Imóveis;1503847000;3701821000;573847000;2119154000;300012000;1819142000;972873825;2792015825;57737319;Novo Mercado;39.20;16.85;16.71;39.80;0.85;-54.70
seer3;SER EDUCACIONAL S.A.;04.986.320/0001-13;Consumo Cíclico;Diversos;Serviços Educacionais;1363922000;3476907000;774258000;750929000;269621000;481308000;531620043;1012928043;128721560;Novo Mercado;40.76;4.01;3.96;11.82;-;-58.62
seql3;SEQUOIA LOGISTICA E TRANSPORTES S.A;01.599.101/0001-93;Bens Industriais;Transporte;Logística;537366000;1960023000;630169000;710454000;70747000;639707000;519064438;1158771438;140287686;Novo Mercado;87.58;3.54;2.80;15.65;-;-71.45
